9.862265e+001,4.463442e+001
1.005511e+002,4.361286e+001
1.024796e+002,4.290969e+001
1.044081e+002,4.262741e+001
1.063365e+002,4.225778e+001
1.082650e+002,4.115469e+001
1.101935e+002,4.081372e+001
1.121219e+002,4.073233e+001
1.140504e+002,4.069671e+001
1.159789e+002,4.059171e+001
1.179073e+002,4.025069e+001
1.198358e+002,3.950072e+001
1.217643e+002,3.944608e+001
1.236927e+002,3.983159e+001
1.256212e+002,3.960689e+001
1.275497e+002,3.917015e+001
1.294781e+002,3.901654e+001
1.314066e+002,3.959047e+001
1.333351e+002,4.015898e+001
1.352635e+002,3.895943e+001
1.371920e+002,3.768832e+001
1.391205e+002,3.762927e+001
1.410489e+002,3.842052e+001
1.429774e+002,3.897843e+001
1.449059e+002,3.779791e+001
1.468343e+002,3.826970e+001
1.487628e+002,3.933286e+001
1.506913e+002,3.959987e+001
1.526197e+002,3.837009e+001
1.545482e+002,3.698034e+001
1.564767e+002,3.672570e+001
1.584051e+002,3.690966e+001
1.603336e+002,3.699465e+001
1.622621e+002,3.674592e+001
1.641905e+002,3.663070e+001
1.661190e+002,3.734237e+001
1.680475e+002,3.733773e+001
1.699759e+002,3.702635e+001
1.719044e+002,3.758959e+001
1.738329e+002,3.638995e+001
1.757613e+002,3.654121e+001
1.776898e+002,3.743082e+001
1.796183e+002,3.771574e+001
1.815467e+002,3.637720e+001
1.834752e+002,3.784002e+001
1.854037e+002,3.804068e+001
1.873321e+002,3.786475e+001
1.892606e+002,3.786341e+001
1.911891e+002,3.754024e+001
1.931175e+002,3.691528e+001
1.950460e+002,3.700752e+001
1.969745e+002,3.737223e+001
1.989029e+002,3.753077e+001
2.008314e+002,3.739995e+001
2.027599e+002,3.795721e+001
2.046883e+002,3.778541e+001
2.066168e+002,3.724536e+001
2.085453e+002,3.686100e+001
2.104737e+002,3.674388e+001
2.124022e+002,3.629805e+001
2.143307e+002,3.659527e+001
2.162591e+002,3.709665e+001
2.181876e+002,3.713475e+001
2.201161e+002,3.660851e+001
2.220445e+002,3.615775e+001
2.239730e+002,3.623312e+001
2.259015e+002,3.627070e+001
2.278299e+002,3.598880e+001
2.297584e+002,3.618190e+001
2.316869e+002,3.668557e+001
2.336153e+002,3.759039e+001
2.355438e+002,3.810115e+001
2.374723e+002,3.750843e+001
2.394007e+002,3.584921e+001
2.413292e+002,3.607705e+001
2.432577e+002,3.594151e+001
2.451861e+002,3.564079e+001
2.471146e+002,3.577270e+001
2.490431e+002,3.623098e+001
2.509715e+002,3.800421e+001
2.529000e+002,3.632402e+001
2.548285e+002,3.537540e+001
2.567569e+002,3.747404e+001
2.586854e+002,3.673078e+001
2.606139e+002,3.690871e+001
2.625423e+002,3.619178e+001
2.644708e+002,3.519123e+001
2.663993e+002,3.480944e+001
2.683277e+002,3.524122e+001
2.702562e+002,3.580899e+001
2.721847e+002,3.667397e+001
2.741131e+002,3.732129e+001
2.760416e+002,3.714965e+001
2.779701e+002,3.583971e+001
2.798985e+002,3.548553e+001
2.818270e+002,3.641190e+001
2.837555e+002,3.666072e+001
2.856839e+002,3.527454e+001
2.876124e+002,3.345913e+001
2.895409e+002,3.451527e+001
2.914693e+002,3.557118e+001
2.933978e+002,3.559929e+001
2.953263e+002,3.475456e+001
2.972547e+002,3.408041e+001
2.991832e+002,3.392454e+001
3.011117e+002,3.317553e+001
3.030401e+002,3.294796e+001
3.049686e+002,3.387165e+001
3.068971e+002,3.553028e+001
3.088255e+002,3.557089e+001
3.107540e+002,3.489947e+001
3.126825e+002,3.364730e+001
3.146109e+002,3.226319e+001
3.165394e+002,3.159930e+001
3.184679e+002,3.331299e+001
3.203963e+002,3.341658e+001
3.223248e+002,3.314610e+001
3.242533e+002,3.354023e+001
3.261817e+002,3.462736e+001
3.281102e+002,3.436279e+001
3.300387e+002,3.420988e+001
3.319671e+002,3.367258e+001
3.338956e+002,3.375061e+001
3.358241e+002,3.454335e+001
3.377525e+002,3.363541e+001
3.396810e+002,3.247747e+001
3.416095e+002,3.221563e+001
3.435379e+002,3.218207e+001
3.454664e+002,3.210191e+001
3.473949e+002,3.266561e+001
3.493233e+002,3.294568e+001
3.512518e+002,3.311058e+001
3.531803e+002,3.362121e+001
3.551087e+002,3.400569e+001
3.570372e+002,3.333702e+001
3.589657e+002,3.265538e+001
3.608941e+002,3.309632e+001
3.628226e+002,3.246948e+001
3.647511e+002,3.163066e+001
3.666795e+002,3.220158e+001
3.686080e+002,3.251656e+001
3.705365e+002,3.239436e+001
3.724649e+002,3.182158e+001
3.743934e+002,3.158413e+001
3.763219e+002,3.209869e+001
3.782503e+002,3.263386e+001
3.801788e+002,3.171552e+001
3.821073e+002,3.172558e+001
3.840357e+002,3.212136e+001
3.859642e+002,3.207098e+001
3.878927e+002,3.136453e+001
3.898211e+002,3.163981e+001
3.917496e+002,3.192285e+001
3.936781e+002,3.167693e+001
3.956065e+002,3.188819e+001
3.975350e+002,3.307547e+001
3.994635e+002,3.177163e+001
4.013919e+002,3.021511e+001
4.033204e+002,3.159755e+001
4.052489e+002,3.216242e+001
4.071773e+002,3.026993e+001
4.091058e+002,3.082708e+001
4.110343e+002,3.098379e+001
4.129627e+002,3.177805e+001
4.148912e+002,3.195668e+001
4.168197e+002,3.151839e+001
4.187481e+002,3.156969e+001
4.206766e+002,3.196924e+001
4.226051e+002,3.181845e+001
4.245335e+002,3.155906e+001
4.264620e+002,3.155875e+001
4.283905e+002,3.198090e+001
4.303189e+002,3.267857e+001
4.322474e+002,3.262973e+001
4.341759e+002,3.142773e+001
4.361043e+002,3.147685e+001
4.380328e+002,3.233654e+001
4.399613e+002,3.119658e+001
4.418897e+002,3.157401e+001
4.438182e+002,3.180331e+001
4.457467e+002,3.168831e+001
4.476751e+002,3.187148e+001
4.496036e+002,3.237054e+001
4.515321e+002,3.118566e+001
4.534605e+002,3.067844e+001
4.553890e+002,3.163960e+001
4.573175e+002,3.297143e+001
4.592459e+002,3.362673e+001
4.611744e+002,3.334871e+001
4.631029e+002,3.297620e+001
4.650313e+002,3.243241e+001
4.669598e+002,3.223665e+001
4.688883e+002,3.251694e+001
4.708167e+002,3.273095e+001
4.727452e+002,3.168301e+001
4.746737e+002,3.193153e+001
4.766021e+002,3.256483e+001
4.785306e+002,3.177888e+001
4.804591e+002,3.072877e+001
4.823875e+002,3.199147e+001
4.843160e+002,3.296597e+001
4.862445e+002,3.133195e+001
4.881729e+002,3.127981e+001
4.901014e+002,3.206532e+001
4.920299e+002,3.228864e+001
4.939583e+002,3.248291e+001
4.958868e+002,3.173520e+001
4.978153e+002,3.146713e+001
4.997437e+002,3.145786e+001
5.016722e+002,3.167873e+001
5.036007e+002,3.209105e+001
5.055291e+002,3.204355e+001
5.074576e+002,3.086970e+001
5.093861e+002,3.088720e+001
5.113145e+002,3.148667e+001
5.132430e+002,3.203048e+001
5.151715e+002,3.254065e+001
5.171000e+002,3.273154e+001
5.190284e+002,3.318990e+001
5.209569e+002,3.117309e+001
5.228854e+002,2.967989e+001
5.248138e+002,3.080124e+001
5.267423e+002,3.184759e+001
5.286708e+002,3.175571e+001
5.305992e+002,3.181311e+001
5.325277e+002,3.202961e+001
5.344562e+002,3.188811e+001
5.363846e+002,3.131910e+001
5.383131e+002,3.161580e+001
5.402416e+002,3.230727e+001
5.421700e+002,3.234784e+001
5.440985e+002,3.213617e+001
5.460270e+002,3.194946e+001
5.479554e+002,3.180611e+001
5.498839e+002,3.192404e+001
5.518124e+002,3.265767e+001
5.537408e+002,3.330000e+001
5.556693e+002,3.304187e+001
5.575978e+002,3.191932e+001
5.595262e+002,3.105218e+001
5.614547e+002,3.236718e+001
5.633832e+002,3.310200e+001
5.653116e+002,3.247561e+001
5.672401e+002,3.160694e+001
5.691686e+002,3.113954e+001
5.710970e+002,3.057496e+001
5.730255e+002,3.166031e+001
5.749540e+002,3.270618e+001
5.768824e+002,3.263636e+001
5.788109e+002,3.203729e+001
5.807394e+002,3.176198e+001
5.826678e+002,3.183055e+001
5.845963e+002,3.159547e+001
5.865248e+002,3.137029e+001
